"VM","PowerState","Host","Cluster","NumCPU","MemoryGB","ProvisionedSpaceGB","UsedSpaceGB","GuestOS","GuestId","HardwareVersion","ToolsStatus","ToolsVersion","IPAddress","DNSName","Datastores","Networks","Folder","Notes"
"TG002VMAPP132","PoweredOn","10.80.18.19","Cluster_ESS","8","32","332,09","73,39","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.118","TG002VMAPP132.moov-africa.tg","DS_DATA_XXFILE01;DS_IMAGES_ISO","RESEAU-DIS","vm",""
"TG002VMCTX015","PoweredOn","10.80.18.117","Cluster_PF_SAGE","32","100","600,15","284,44","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12389","10.80.16.40","TG002VMCTX015.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DIS","vm",""
"TG002VMRMM001","PoweredOn","10.80.18.10","Cluster_BSS","8","32","532,09","62,18","Ubuntu Linux (64-bit)","ubuntu64Guest","vmx-21","guestToolsRunning","12448","10.80.16.51","tg002vmrmm001","DS_FLZN_OS_RMM;DS_IMAGES_ISO","RESEAU-DPEI","vm",""
"TG002VMAPP194","PoweredOn","10.80.18.18","Cluster_ESS","8","32","2332,09","64,36","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.81","TG002VMAPP194.moov-africa.tg","DS_DATA_RELEVES;DS_IMAGES_ISO;DS_OS_MX-01","RESEAU-DPEI","vm",""
"TG002VMDATANODE01","PoweredOff","10.80.18.115","Cluster_PF_BSS","12","32","890,83","429,34",,"rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","","TG002VMDATANODE01-primary.moov.tg","DS_IMAGES_ISO;DS_OS_SIEM","RESEAU-DIS","vm",""
"TG002VMBGS001 (tg001vmbip001)","PoweredOn","10.80.18.5","Cluster_BSS","1","64","625,38","462,72","Oracle Linux 8 (64-bit)","oracleLinux8_64Guest","vmx-20","guestToolsRunning","12357","10.80.16.187","tg001vmbip001","DS_IMAGES_ISO;DS-OS-BRM","RESEAU-DIS","vm",""
"TG002VMPKI101","PoweredOn","10.80.18.19","Cluster_ESS","8","16","216,11","50,13","Microsoft Windows Server 2022 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.119","TG002VMPKI101.moov-africa.tg","DS_IMAGES_ISO;DS_OS_PKI_02","RESEAU-DIS","vm",""
"TG002VMDXL001","PoweredOff","10.80.18.116","Cluster_PF_BSS","2","4","24,4","20,01","Red Hat Enterprise Linux 6 (64-bit)","rhel6_64Guest","vmx-08","guestToolsNotRunning","10282","","tg002vmdxl001","DS-OS-DXL-01","dvportgroup-41","vm",""
"VMware vRealize Log Insight","PoweredOff","10.80.18.117","Cluster_PF_SAGE","4","8","538,88","512,2","SUSE Linux Enterprise 11 (64-bit)","sles11_64Guest","vmx-09","guestToolsNotRunning","10304","","vRealize_Log_Insight","DS_OS_VA-1","VM Network","vm","VMware vRealize Log Insight"
"TG002VMAPP135","PoweredOn","10.80.18.5","Cluster_BSS","4","16","1547,29","791,52","Red Hat Enterprise Linux 8 (64-bit)","rhel8_64Guest","vmx-21","guestToolsRunning","11365","10.80.16.26","tg002vmapp135","DS_IMAGES_ISO;DS_OS_IME_TEST","RESEAU-DIS","vm",""
"TG002VMFIL034","PoweredOn","10.80.18.19","Cluster_ESS","4","16","1240,09","1076,9","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.246","TG002VMFIL034.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CDRS","RESEAU-DIS","vm",""
"Unisphere_Central","PoweredOn","10.80.18.23","Cluster_SAGE","2","2,9296875","23,01","23,01","Other Linux (64-bit)","sles11_64Guest","vmx-07","guestToolsRunning","2147483647","10.80.18.17","c4lx","DS_OS_VA-1","RESEAU-PROD","vm","Unisphere-Central"
"TG002VMFTP102","PoweredOn","10.80.18.24","Cluster_SAGE","8","8","2714,11","2594,47","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-13","guestToolsRunning","12384","10.80.16.62","TG002VMFTP102.moov-africa.tg","DS_IMAGES_ISO;DS_RESTO","RESEAU-DIS","vm",""
"TG002VMDBS029","PoweredOn","10.80.18.23","Cluster_SAGE","6","32","2826,1","2300,61","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.155","TG002VMDBS029.moov-africa.tg","DS_DATA_DBSQL-1;DS_DATA_DBSQL-2;DS_IMAGES_ISO;DS_OS_DBSQL-1;DS_OS_DBSQL-2","RESEAU-DIS","vm",""
"vSphereManagementAssistant","PoweredOff","10.80.18.23","Cluster_SAGE","1","0,5859375","3,96","3",,"sles11_64Guest","vmx-07","guestToolsNotRunning","2147483647","","vMA","DS_OS_VA-1","RESEAU-PROD","vm","The vSphere Management Assistant (vMA) allows administrators and developers to run scripts and agents to manage ESX/ESXi and vCenter Server systems."
"TG002VMAPP047","PoweredOn","10.80.18.118","Cluster_PF_SAGE","20","72","15924,12","15372,54","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.133","TG002VMAPP047.moov-africa.tg","DS_DATA_RELEVES_n;DS_OS_RELEVES","RESEAU-DPEI","vm",""
"TG002VMDBS079_RE","PoweredOn","10.80.18.116","Cluster_PF_BSS","4","16","516,1","516,1",,"windows8Server64Guest","vmx-10","guestToolsNotRunning","0","",,"DS_IMAGES_ISO;DS_RESTO","RESEAU-DPEI;RESEAU-PROD","vm",""
"TG002VMAPP046_RE","PoweredOff","10.80.18.115","Cluster_PF_BSS","16","96","4850,89","4203,41",,"windows8Server64Guest","vmx-14","guestToolsNotRunning","12352","",,"DS_DATA_SHAREPOINT1","RESEAU-DPEI","vm",""
"TG002VMREB200_Test","PoweredOff","10.80.18.5","Cluster_BSS","4","16","216,87","198,97",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","0","",,"DS_IMAGES_ISO;DS_RESTO_SAGE","RESEAU-DIS","vm",""
"TG002VMXRT101","PoweredOn","10.80.18.118","Cluster_PF_SAGE","4","32","432,1","73,86","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.227","TG002VMXRT101.moov-africa.tg","DS_DATA_XRT;DS_IMAGES_ISO;DS_OS_XRT","RESEAU-DPEI","vm",""
"TG002VMAPP156(TG002VMFEO157)","PoweredOn","10.80.18.115","Cluster_PF_BSS","12","64","11478,1","10096,15","Red Hat Enterprise Linux 6 (64-bit)","rhel6_64Guest","vmx-10","guestToolsRunning","10361","10.80.16.182","TG002VMFEO157.moov.tg","DS_OS_BI-1","RESEAU-DPEI;RESEAU-PROD","vm",""
"TG002VMAPP059_RE","PoweredOn","10.80.18.118","Cluster_PF_SAGE","8","16","516,11","370,46",,"centos64Guest","vmx-14","guestToolsNotRunning","0","",,"DS_RESTO","RESEAU-DPEI","vm",""
"Modele","PoweredOff","10.80.18.118","Cluster_PF_SAGE","4","8","208,86","15,81",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","10341","",,"DS_DATA_MX_1;DS_IMAGES_ISO","dvportgroup-41","vm",
"TG002VMSPT100","PoweredOff","10.80.18.18","Cluster_ESS","4","32","532,87","361,16",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","11365","","TG002VMSPT100.moov-africa.tg","DS_IMAGES_ISO;DS_STB_FZ_DATA_BD","DEPI","vm",
"TG002VMAPP041","PoweredOn","10.80.18.23","Cluster_SAGE","4","16","816,1","403,57","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12352","10.80.16.161","TG002VMAPP041.moov-africa.tg","DS_IMAGES_ISO;DS_OS_SAGEX3_TEST;DS-OS-VAS-027_BIS","RESEAU-DIS","vm",""
"TG002VMTIEMAR003","PoweredOn","10.80.18.23","Cluster_SAGE","8","16","131,09","131,09","Other 4.x Linux (64-bit)","rhel6_64Guest","vmx-11","guestToolsRunning","12320","10.80.16.64","tg002vmtiemar003","DS-OS-TIEMAR-01","RESEAU-DIS","vm",""
"vROps-Manager2","PoweredOff","10.80.18.117","Cluster_PF_SAGE","4","16","505,24","343,83",,"sles11_64Guest","vmx-08","guestToolsNotRunning","0","",,"DS_OS_VA-2","RESEAU-PROD","vm","vRealize Operations Manager Appliance

Version 6.6.1 en cours d'exécution sur SLES 11 SP3"
"TG002VMADC012","PoweredOn","10.80.18.117","Cluster_PF_SAGE","8","16","554,86","382,91","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12389","10.80.16.112","TG002VMADC012.moov-africa.tg","DS_IMAGES_ISO;DS_OS_ADC_012","RESEAU-DIS","vm",""
"ESRS_VE","PoweredOff","10.80.18.24","Cluster_SAGE","1","4","68,38","64",,"sles11_64Guest","vmx-07","guestToolsNotRunning","8401","","ESRS","DS_OS_VA-1","RESEAU-PROD","vm",""
"TG002VMDBO131","PoweredOn","10.80.18.115","Cluster_PF_BSS","8","64","7968,1","7495,34","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-10","guestToolsRunning","10309","10.80.18.36","tg002vmdbo131.moov.tg","DS_ICT_ALL_IN_ONE;DS_IMAGES_ISO;DS_OS_ICT-1","RESEAU-PROD","vm",""
"TG002VMIPS001","PoweredOn","10.80.18.116","Cluster_PF_BSS","4","8","510,09","510,09","FortiManager-VM64 v7.6.7-build3737 260601 (GA.M)","other26xLinux64Guest","vmx-07","guestToolsRunning","2147483647","10.80.18.120","FMG-Moov-TOGO","DS_OS_IPS","RESEAU-PROD","vm","FortiManager Virtual Appliance by Fortinet Technologies Inc. (http://www.fortinet.com)"
"TG002VMICC127","PoweredOn","10.80.18.23","Cluster_SAGE","8","32","1178,21","769,86","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12389","10.80.16.148","TG002VMICC127.moov-africa.tg","DS_IMAGES_ISO;DS_OS_DBSQL-1;DS_RESTO","RESEAU-DIS","vm",""
"TG002VMDBS024_RE","PoweredOn","10.80.18.116","Cluster_PF_BSS","12","32","778,12","339,32","Microsoft Windows Server 2012 (64-bit)","windows8Server64Guest","vmx-10","guestToolsRunning","12352","10.80.16.152","TG002VMDBS024.moov.tg","DS_RESTO","RESEAU-DPEI","vm",""
"TG002VMFIL035","PoweredOn","10.80.18.116","Cluster_PF_BSS","8","64","5584,09","5212,07","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12352","10.80.16.157","TG002VMFIL035.moov-africa.tg","DS_DATA_XFILE_H;DS_IMAGES_ISO;DS_OS_XFILE_035","RESEAU-DPEI","vm",""
"TG002VMIME154","PoweredOff","10.80.18.115","Cluster_PF_BSS","8","48","4296,94","2805,35",,"rhel7_64Guest","vmx-11","guestToolsNotRunning","10245","","tg002vmime154","DS_IME_DATA_1;DS_OS_IME_1","RESEAU-PROD","vm",""
"TG002VMCTX003","PoweredOn","10.80.18.19","Cluster_ESS","8","32","380,58","86,69","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.121","TG002VMCTX003.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DPEI","vm",""
"TG002VMFMC169","PoweredOn","10.80.18.117","Cluster_PF_SAGE","4","30","280,12","280,12","Other 4.x Linux (64-bit)","other26xLinux64Guest","vmx-11","guestToolsRunning","2147483647","10.80.18.60","TG002VMFMC169","DS_OS_VA-1","RESEAU-PROD","vm","Cisco Firepower Management Center Virtual
Cisco Systems, Inc.
170 West Tasman Dr
San Jose, CA 95134
USA"
"vROps-Manager1","PoweredOff","10.80.18.23","Cluster_SAGE","4","16","504,25","336,38",,"sles11_64Guest","vmx-08","guestToolsNotRunning","0","",,"DS_OS_VA-2","VM Network","vm","vRealize Operations Manager Appliance

Version 6.4.0 en cours d'exécution sur SLES 11 SP3"
"TG002VMAPP084b","PoweredOn","10.80.18.118","Cluster_PF_SAGE","8","12","412,11","99,2","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","","TG002VMAPP085.moov-africa.tg","DS_IMAGES_ISO;DS_OS_APP-2b","RESEAU-DPEI","vm",""
"TG002VMWEB143","PoweredOff","10.80.18.117","Cluster_PF_SAGE","8","36","500,93","64,41",,"windows8Server64Guest","vmx-11","guestToolsNotRunning","10341","",,"DS_RESTO_SAGE","RESEAU-DIS;RESEAU-PROD","vm",""
"TG002VMFIL022_R","PoweredOn","10.80.18.117","Cluster_PF_SAGE","8","36","13548,11","8712,57","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.21","TG002VMFIL022.moov-africa.tg","DS_IMAGES_ISO;DS_OS_DATA_FIL022","RESEAU-DIS","vm",""
"tg002vmapp150","PoweredOn","10.80.18.24","Cluster_SAGE","2","8","108,09","96,72","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.235","TG002VMAPP150.moov-africa.tg","DS_IMAGES_ISO;DS_OS_MX-01","RESEAU-DIS","vm",""
"TG002VMDBS20","PoweredOff","10.80.18.23","Cluster_SAGE","8","32","832,28","5,84",,"windows2019srv_64Guest","vmx-21","guestToolsNotRunning","0","",,"DS_IMAGES_ISO;DS_OS_VCENTER_123","RESEAU-DPEI","vm",""
"TG002VMAPP176","PoweredOn","10.80.18.115","Cluster_PF_BSS","32","128","14016,62","8199,08","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-13","guestToolsRunning","10282","10.80.16.196","TG002VMAPP176.moov.tg","DS_RESTO","RESEAU-DPEI","vm",""
"TG002VMAPP130","PoweredOn","10.80.18.115","Cluster_PF_BSS","4","32","650,17","265,49","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-10","guestToolsRunning","10245","10.80.18.37","TG002VMAPP130.moov.tg","DS_DATA_ICT-2;DS_OS_ICT-1","RESEAU-PROD","vm",""
"TG002VMAPP176_RE","PoweredOff","10.80.18.24","Cluster_SAGE","32","64","6184,93","5838,86",,"rhel7_64Guest","vmx-13","guestToolsNotRunning","10282","",,"DS_TEST_RESTAURATION","RESEAU-DIS","vm",""
"TG002VMAPP123","PoweredOn","10.80.18.24","Cluster_SAGE","8","16","1362,11","817,42","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.136","TG002VMAPP123.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DIS","vm",""
"VMware-Support-Assistant-Appliance-6.5","PoweredOff","10.80.18.118","Cluster_PF_SAGE","2","2","256,37","250,89",,"otherLinux64Guest","vmx-08","guestToolsNotRunning","10245","","localhost.localdom","DS_OS_VA-2","RESEAU-PROD","vm",""
"TG002VMICC121_RE","PoweredOn","10.80.18.117","Cluster_PF_SAGE","10","40","940,12","599,78",,"windows9Server64Guest","vmx-13","guestToolsNotRunning","0","",,"DS_RESTO","RESEAU-DPEI","vm",""
"TG002VMDBM175","PoweredOn","10.80.18.115","Cluster_PF_BSS","48","128","1128,28","740,24","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-13","guestToolsRunning","10277","10.80.16.195","TG002VMDBM175.moov.tg","DS_OS_IA-2","RESEAU-DPEI","vm",""
"TG002VMACD011","PoweredOn","10.80.18.19","Cluster_ESS","8","16","216,11","58,48","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12384","10.80.16.111","TG002VMADC011.moov-africa.tg","DS_IMAGES_ISO;DS_OS_ADC_011","RESEAU-DIS","vm",""
"TG002VMCTX017","PoweredOn","10.80.18.19","Cluster_ESS","4","8","208,1","42,22","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.29","TG002VMCTX017.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_2","RESEAU-DIS","vm",
"TG002VMDBS182_G","PoweredOff","10.80.18.115","Cluster_PF_BSS","20","64","2828,92","2139,02",,"windows8Server64Guest","vmx-13","guestToolsNotRunning","12352","",,"DS_RESTO","RESEAU-DPEI;RESEAU-PROD","vm",""
"TG002VMAVS176","PoweredOn","10.80.18.23","Cluster_SAGE","4","24","1560,1","445,5","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.58","TG002VMAVS076.moov-africa.tg","DS_IMAGES_ISO;DS_OS-AVS","RESEAU-DPEI","vm",""
"TG002VMDEV106","PoweredOn","10.80.18.117","Cluster_PF_SAGE","8","32","332,11","184,71","Microsoft Windows Server 2022 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.189","TG002VMDEV106.moov-africa.tg","DS_IMAGES_ISO;DS_OS_DEV00_4","RESEAU-DPEI","vm",""
"TG002VMAPP136","PoweredOn","10.80.18.19","Cluster_ESS","4","32","337,09","178,51","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.120","TG002VMAPP136.moov-africa.tg","DS_IMAGES_ISO;DS-DATA-VAS-027","RESEAU-DIS","vm",""
"TG002VMFLWCOL01","PoweredOff","10.80.18.115","Cluster_PF_BSS","12","32","532,88","500","Red Hat Enterprise Linux 7 (64-bit)","rhel7_64Guest","vmx-14","guestToolsNotRunning","10282","","TG002VMFLWCOL01.moov.tg","DS_IMAGES_ISO;DS_OS_SIEM","RESEAU-DIS","vm",""
"TG002VMAVS176_R","PoweredOff","10.80.18.24","Cluster_SAGE","4","24","724,87","655,8",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","12352","","TG002VMAVS076.moov-africa.tg","DS_IMAGES_ISO;DS_OS_MX-02","RESEAU-DIS","vm",
"TG002VMTIEMAR004","PoweredOn","10.80.18.23","Cluster_SAGE","8","16","131,1","131,1","Other 4.x Linux (64-bit)","rhel6_64Guest","vmx-11","guestToolsRunning","12320","10.80.16.61","tg002vmtiemar004","DS-OS-TIEMAR-01","RESEAU-DPEI","vm",""
"TG002VMPAIE","PoweredOn","10.80.18.118","Cluster_PF_SAGE","8","32","237,09","80,52","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12352","10.80.16.5","tg002vmpaie.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CTX_VDA","RESEAU-DIS","vm",""
"Solutions Integration Service","PoweredOff","10.80.18.23","Cluster_SAGE","2","8","88,38","6,67",,"sles11_64Guest","vmx-07","guestToolsNotRunning","0","",,"DS_OS_VA-1","RESEAU-PROD","vm","Solutions Integration Service"
"TG002VMDXL002","PoweredOn","10.80.18.19","Cluster_ESS","2","4","24,08","24,08","Other 4.x Linux (64-bit)","rhel6_64Guest","vmx-08","guestToolsRunning","12320","10.80.16.60","tg002vmdxl002","DS-OS-DXL-01","RESEAU-DPEI","vm",""
"TG002VMFIL036","PoweredOn","10.80.18.116","Cluster_PF_BSS","8","64","87546,91","80272,91","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.156","TG002VMFIL036.moov-africa.tg","DS_DATA_XF_NEW;DS_DATA_Xfile_1Tb;DS_DATA_XFILES_00;DS_DATA_XFILES_001;DS_DATA_XFILES_002;DS_DATA_XFILES_003;DS_DATA_XFILES_004;DS_DATA_XFILES_i;DS_DATA_XXFILE-1;DS_DATA_XXFILE-2;DS_DATA_XXFILE01;DS_IMAGES_ISO;DS_OS_XFILE01;DS-OS-VAS-027_BIS","RESEAU-DPEI","vm",""
"TG002VMACD013","PoweredOn","10.80.18.19","Cluster_ESS","8","16","216,11","69,36","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12389","10.80.16.113","TG002VMADC013.moov-africa.tg","DS_IMAGES_ISO;DS_OS_ADC_013","RESEAU-DIS","vm",""
"TG002VMAVS175","PoweredOff","10.80.18.115","Cluster_PF_BSS","2","24","1112,63","871,03",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","10341","","TG002VMAVS175.moov-africa.tg","DS_IMAGES_ISO;DS_OS-AVS","RESEAU-DIS","vm",""
"TG002VMAVS175_old","PoweredOff","10.80.18.24","Cluster_SAGE","2","24","968,9","430,61",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","10341","","TG002VMAVS175.moov-africa.tg","DS_IMAGES_ISO;DS_OS-AVS","","vm",
"TG002VMEDH001","PoweredOn","10.80.18.118","Cluster_PF_SAGE","6","16","316,11","316,11","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.142","TG002VMEDH001.moov-africa.tg","DS_IMAGES_ISO;DS_Test_PROJET","RESEAU-DPEI","vm",""
"TG002VMREB200","PoweredOn","10.80.18.5","Cluster_BSS","4","16","216,09","47,3","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12389","10.80.16.200","TG002VMREB200.moov-africa.tg","DS_IMAGES_ISO;DS_OS_IME_1","RESEAU-DIS","vm",""
"TG002VMMFA002","PoweredOff","10.80.18.19","Cluster_ESS","2","8","308,88","47,48",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","12384","",,"DS_OS_MFA","RESEAU-DIS","vm",""
"TG002VMSEI001","PoweredOn","10.80.18.118","Cluster_PF_SAGE","4","32","432,1","95,76","Microsoft Windows Server 2016 or later (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","10341","10.80.16.228","TG002VMSEI001.moov-africa.tg","DS_DATA_XRT;DS_IMAGES_ISO;DS_OS_XRT","RESEAU-DPEI","vm",""
"Network_Troubleshoot","PoweredOff","10.80.18.115","Cluster_PF_BSS","2","16","116,27","100",,"windows9_64Guest","vmx-20","guestToolsNotRunning","12352","",,"DS_DATA_CDR-3;DS_IMAGES_ISO","RESEAU-DIS","vm",""
"FTPTESTSRV","PoweredOn","10.80.18.19","Cluster_ESS","4","16","221,09","32,14","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsRunning","12384","10.80.16.116","FTPTESTSRV.moov-africa.tg","DS_IMAGES_ISO;DS_OS_CITRIX_01","RESEAU-DIS","vm",""
"Model_2022","PoweredOff","10.80.18.118","Cluster_PF_SAGE","4","16","221,34","17","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-20","guestToolsNotRunning","12352","","WIN-KBG37B51FVT","DS_IMAGES_ISO;DS-OS-VAS-027_BIS","RESEAU-DIS","vm",""
"TG002VMFIL032","PoweredOff","10.80.18.118","Cluster_PF_SAGE","12","64","64,88","0",,"windows9Server64Guest","vmx-14","guestToolsNotRunning","10341","",,"DS_IMAGES_ISO;DS_OS_XFILE01","RESEAU-DPEI","vm",
"vproxy-ess","PoweredOn","10.80.18.18","Cluster_ESS","4","8","164,35","164,35","SUSE Linux Enterprise 12 (64-bit)","sles12_64Guest","vmx-11","guestToolsRunning","11269","10.80.16.84","vproxy-ess.moov-africa.tg","DS-DATA-VAS-027","RESEAU-DPEI","vm","This is Backup and Recovery vProxy Appliance"
"TG002VMDBS126_RE","PoweredOn","10.80.18.116","Cluster_PF_BSS","8","16","1740,11","350,49","Microsoft Windows Server 2019 (64-bit)","windows9Server64Guest","vmx-14","guestToolsRunning","12352","10.80.16.184","TG002VMDBS126.moov-africa.tg","DS_RESTO","RESEAU-DPEI","",""
"TG002VMSDSK001","PoweredOn","10.80.18.19","Cluster_ESS","16","32","532,11","77,68","Microsoft Windows Server 2022 (64-bit)","windows2019srvNext_64Guest","vmx-21","guestToolsRunning","12384","10.80.16.59","TG002VMSDSK001.moov-africa.tg","DS_IMAGES_ISO;DS-OS-VAS-027_BIS","RESEAU-DPEI","",""
