"Host","Cluster","CanonicalName","Vendor","Model","CapacityGB","MultipathPolicy","IsLocal","IsSsd"
"10.80.18.70","Cluster_DWH","naa.60060160e5904900896c6268cfd00c4c","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.600601608fb14900f0268669f9f2cab8","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.6006016074f0450077224f62e09ebd5d","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.600601608fb1490022370b6aa7bf906b","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.600508b1001c6c92b7a304511d84192b","HPE","LOGICAL VOLUME","223,54","Fixed","False","True"
"10.80.18.70","Cluster_DWH","naa.6006016074f04500028f005e729f5197","DGC","VRAID","1500","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.600601608fb1490068e83765767c8836","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.6006016074f04500ff4bd95c20e81c4e","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.6006016074f0450022efb15edf223a1b","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.6006016074f045008bc338622799083c","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.6006016074f04500ee0ab65ce87e6246","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.6006016064f045006f29b86430e226e0","DGC","VRAID","3072","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.6006016074f04500ffe56d613b8ccaf0","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.6006016074f0450078224f62804d38a7","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.600601608fb14900d7f73b6509945e2b","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.600601608fb14900e8d5515c473aeaaa","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.600601608fb149008ce83765336f7ffe","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.70","Cluster_DWH","naa.60060160e59049007cde6268c63727fa","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.60060160786059003961266572c648d4","DGC","VRAID","4096","RoundRobin","False","True"
"10.80.18.75","Cluster_DWH","naa.60060160e5904900758a0b6923b430ed","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f045001e0ab65c820c4d2f","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500868e005ef11a5359","DGC","VRAID","7170","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016064f045006346a460df22ab4b","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016064f045001c6044614e1fd69e","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f045009c4e75624e2d3717","DGC","VRAID","3072","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500d9c65c5ebe0670e8","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500fcbd3862b529d0ef","DGC","VRAID","13312","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016064f045009928b86457a899f6","DGC","VRAID","3072","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600508b1001c62a49d03808779516b6a","HPE","LOGICAL VOLUME","279,37","Fixed","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500640ab65c3049c342","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f0450077224f6225fef3fb","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.60060160e590490018d4495c59423c70","DGC","VRAID","6144","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600601607860590062311b69cd3760be","DGC","VRAID","500","RoundRobin","False","True"
"10.80.18.75","Cluster_DWH","naa.6006016074f045002909b65c2853881f","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600601608fb149005cad0f6765225e48","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500db09b65c19dcd83c","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016064f0450071fb3d616103cf8c","DGC","VRAID","350","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.60060160e590490073d4495c61b555c4","DGC","VRAID","8192","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f045006509b65c386aefe0","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016064f04500c05fb9642b155a45","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600601608fb1490064278669eb77d222","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500346f1964d1e761e9","DGC","VRAID","200","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600601608fb14900ca360b6a284dabfb","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.60060160e59049007c80316a0659d73f","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500846f196433c776ca","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500ae0ab65c55fc6349","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.60060160e590490048bc2067223db71c","DGC","VRAID","400","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500cde8b15eda466c09","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f045005e82ea6107621683","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600508b1001c8935c39450efd925946d","HPE","LOGICAL VOLUME","223,54","Fixed","False","True"
"10.80.18.75","Cluster_DWH","naa.600601608eb14900e890cb64706520c4","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016090b1490009713465505e853b","DGC","VRAID","20480","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600601607860590050300c6af09bd2f9","DGC","VRAID","500","RoundRobin","False","True"
"10.80.18.75","Cluster_DWH","naa.60060160e590490041d4495cd17a3481","DGC","VRAID","8192","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.60060160e5904900896c6268cfd00c4c","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016064f0450005e0e2606cd69ece","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016078605900a79aa56959755402","DGC","VRAID","500","RoundRobin","False","True"
"10.80.18.75","Cluster_DWH","naa.600601608fb14900f0268669f9f2cab8","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.60060160786059004b9ba569fb44d156","DGC","VRAID","15360","RoundRobin","False","True"
"10.80.18.75","Cluster_DWH","naa.6006016074f0450077224f62e09ebd5d","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600601608fb1490022370b6aa7bf906b","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500028f005e729f5197","DGC","VRAID","1500","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500ff4bd95c20e81c4e","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f045006c56925cbbbd2b37","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f0450022efb15edf223a1b","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f045008bc338622799083c","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500ee0ab65ce87e6246","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016064f045006f29b86430e226e0","DGC","VRAID","3072","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f04500ffe56d613b8ccaf0","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.6006016074f0450078224f62804d38a7","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600601608fb14900d7f73b6509945e2b","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.600601608fb14900e8d5515c473aeaaa","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.75","Cluster_DWH","naa.60060160e59049007cde6268c63727fa","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160786059003961266572c648d4","DGC","VRAID","4096","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb149003ad4515ce273cbff","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900758a0b6923b430ed","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6c89f1a1003784076c0b6c9000000007","HUAWEI","XSG1","10240","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f04500c0b95d5c2849a1ef","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f045006346a460df22ab4b","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6c89f1a10037840799383a7200000008","HUAWEI","XSG1","20480","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.6c89f1a1003784074fbf0c700000000d","HUAWEI","XSG1","1228,80","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f045001c6044614e1fd69e","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb1490062cf525c5c0725f3","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6c89f1a1003784073208a85a00000009","HUAWEI","XSG1","10240","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f045009c4e75624e2d3717","DGC","VRAID","3072","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f04500d9c65c5ebe0670e8","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450006e1bc5fdb77d0f8","DGC","VRAID","100","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e59049009752475cc249fb12","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb14900bbd5515c797230b9","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900b25dee67a0addd1f","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f04500b72fe9615baf198d","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f045000f52db5fb571f30e","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f0450031c75c5eae544bb1","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e59049000ba6495c1236d3d8","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6c89f1a1003784074fb842090000000c","HUAWEI","XSG1","20480","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900a6ef495c3976b92b","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450079265f607689408c","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f045004899e65ce0ced4ad","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f04500cf33e460778a71ba","DGC","VRAID","1248","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f045009928b86457a899f6","DGC","VRAID","3072","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f045000c7e546034369f0e","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb1490057d5515c98ce0505","DGC","VRAID","14288","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900a5a0495c4e78f855","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f04500e8dee2601b1a47f2","DGC","VRAID","700","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6c89f1a10037840747a84ffe00000002","HUAWEI","XSG1","6144","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450044191b5ff488e841","DGC","VRAID","3072","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f04500e198e65c61c7df71","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016090b1490053cfea5f7f13f41d","DGC","VRAID","7168","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608eb14900d709ec625c6a55f7","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb149007e9a576561513e8a","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f04500297ec86035e0a6d0","DGC","VRAID","600","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900143d06624d6e1be7","DGC","VRAID","8192","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450052a5bb5f25520c04","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6c89f1a10037840769763d4200000005","HUAWEI","XSG1","30720","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb1490073d4515cf8f74e8d","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e590490050a4495cacd7aac7","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900c351475c0b95c6c1","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f0450076d9e25cddd2afe1","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f0450077224f6225fef3fb","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e590490018d4495c59423c70","DGC","VRAID","6144","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450087bfe2609e163d81","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601607860590062311b69cd3760be","DGC","VRAID","500","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f04500209eba5ee9f20a78","DGC","VRAID","15360","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e59049007b53475c99eb3eca","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f04500d625f35ffe1f01f4","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e59049000da4495cfd228aa2","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450078265f606fddd79d","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f04500b0ed51612b5ecba6","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f045002345be6455cf0455","DGC","VRAID","250","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e59049008b4c475c2f630948","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb149005cad0f6765225e48","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450014bfe26057e27fb2","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900eba3495cc74ae36c","DGC","VRAID","16384","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900b13ae167ab50e093","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450097bee2604333c237","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e59049002c54475c9b5022b1","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f0450007350d5d1e103a78","DGC","VRAID","30720","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450071fb3d616103cf8c","DGC","VRAID","350","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f04500d2f4095d45b14bf4","DGC","VRAID","6144","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f045006509b65c386aefe0","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900ef53475cad9ce347","DGC","VRAID","4096","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e590490073d4495c61b555c4","DGC","VRAID","8192","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f04500895a8f5c8ef32c20","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f045002d265f60d1ac731e","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb149001afe0767c4049d41","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900d1a0495c33ae88ce","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb1490064278669eb77d222","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450087bfe260a79fd8f9","DGC","VRAID","10240","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e590490018ba5967ac4cd6da","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6c89f1a100378407790958590000000e","HUAWEI","XSG1","5120","RoundRobin","False","True"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016090b149005cd64465afca215f","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f0450078265f6077bb0b8d","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900a8d4495c6dcf522e","DGC","VRAID","15360","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016090b149001f27f35f8fad4e2b","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb14900c93a7d66080b69b4","DGC","VRAID","3072","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900c8a5495c117182d2","DGC","VRAID","2300","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb14900ca360b6a284dabfb","DGC","VRAID","500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016064f04500ce8cdd6047f19564","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e59049005d7577646621975a","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e5904900d79f495c2efc9ed4","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f04500c0b95d5c756a3a4c","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e59049007c80316a0659d73f","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016090b14900256468662a4ba136","DGC","VRAID","2048","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb149001cd6515cbc4e3b60","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016090b14900c1dbe4649cddfbd7","DGC","VRAID","1500","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608fb14900cb0239652026668f","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016090b14900dcf57665abdac1b4","DGC","VRAID","1024","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f04500eed6cb5e01ad55ec","DGC","VRAID","200","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.60060160e59049004f7bff61758acf71","DGC","VRAID","16384","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.600601608eb14900d93ae167ac9a7585","DGC","VRAID","5120","RoundRobin","False","False"
"10.80.18.118","Cluster_PF_SAGE","naa.6006016074f045005331e961d3240079","DGC","VRAID","3072","RoundRobin","False","False"
