"Host","Cluster","CanonicalName","Vendor","Model","CapacityGB","MultipathPolicy","IsLocal","IsSsd"
"10.82.11.10","","naa.60060160e590490048bc2067223db71c","DGC","VRAID","400","RoundRobin","False","False"
"10.82.11.10","","naa.6006016074f04500cf39836a95fe6f09","DGC","VRAID","60","RoundRobin","False","False"
"10.82.11.10","","naa.60060160e59049003e7f94642fa7f4b4","DGC","VRAID","100","RoundRobin","False","False"
"10.82.11.10","","naa.6006016090b149008d44ed66a6cf56b0","DGC","VRAID","1024","RoundRobin","False","False"
"10.82.11.10","","naa.600601608eb14900e890cb64706520c4","DGC","VRAID","1024","RoundRobin","False","False"
"10.82.11.10","","naa.600601607860590050300c6af09bd2f9","DGC","VRAID","500","RoundRobin","False","True"
"10.82.11.10","","naa.60060160e590490041d4495cd17a3481","DGC","VRAID","8192","RoundRobin","False","False"
"10.82.11.10","","naa.60060160e5904900896c6268cfd00c4c","DGC","VRAID","500","RoundRobin","False","False"
"10.82.11.10","","naa.6006016078605900a79aa56959755402","DGC","VRAID","500","RoundRobin","False","True"
"10.82.11.10","","naa.600601608eb14900228dcb6419048b71","DGC","VRAID","1024","RoundRobin","False","False"
"10.82.11.10","","naa.600601608fb14900f0268669f9f2cab8","DGC","VRAID","500","RoundRobin","False","False"
"10.82.11.10","","naa.60060160786059004b9ba569fb44d156","DGC","VRAID","15360","RoundRobin","False","True"
"10.82.11.10","","naa.60060160e59049003c7f9464571347b3","DGC","VRAID","100","RoundRobin","False","False"
"10.82.11.10","","naa.600601608fb1490022370b6aa7bf906b","DGC","VRAID","2048","RoundRobin","False","False"
"10.82.11.10","","naa.6006016078605900ed347b653cab3b36","DGC","VRAID","5120","RoundRobin","False","True"
"10.82.11.10","","naa.6006016074f04500ff4bd95c20e81c4e","DGC","VRAID","2048","RoundRobin","False","False"
"10.82.11.10","","naa.600508b1001c44fb79dd3a1e30362f25","HP","LOGICAL VOLUME","279,37","Fixed","False","False"
"10.82.11.10","","naa.6006016074f04500ec2a186a69d63324","DGC","VRAID","1536","RoundRobin","False","False"
"10.82.11.10","","naa.6006016074f045009d2a186a45bd9e30","DGC","VRAID","500","RoundRobin","False","False"
"10.82.11.10","","naa.600601608fb14900e8d5515c473aeaaa","DGC","VRAID","2048","RoundRobin","False","False"
"10.82.11.10","","naa.60060160e59049007cde6268c63727fa","DGC","VRAID","5120","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e5904900758a0b6923b430ed","DGC","VRAID","5120","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e59049003f7f94649e0b5436","DGC","VRAID","100","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016064f045001c6044614e1fd69e","DGC","VRAID","500","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600508b1001ccc93c11fd58151df19d2","HP","LOGICAL VOLUME","279,37","Fixed","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016074f04500b72fe9615baf198d","DGC","VRAID","5120","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016064f045000f52db5fb571f30e","DGC","VRAID","2048","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016074f04500752ee961cc3ab6d4","DGC","VRAID","1024","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600601608fb1490073d4515cf8f74e8d","DGC","VRAID","10240","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e590490018d4495c59423c70","DGC","VRAID","6144","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600508b1001cc147bf74320604cde5b5","HP","LOGICAL VOLUME","279,37","Fixed","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e59049003d7f946470b63d4c","DGC","VRAID","100","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e590490073d4495c61b555c4","DGC","VRAID","8192","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600601608fb1490064278669eb77d222","DGC","VRAID","2048","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016074f045000e30e9611da5165e","DGC","VRAID","500","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600601608fb14900c93a7d66080b69b4","DGC","VRAID","3072","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600601608fb14900ca360b6a284dabfb","DGC","VRAID","500","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e5904900d0456d686dcbe82c","DGC","VRAID","12288","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e59049007c80316a0659d73f","DGC","VRAID","1024","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016090b14900256468662a4ba136","DGC","VRAID","2048","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016074f045005331e961d3240079","DGC","VRAID","3072","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e59049003d7f94643b0d87dc","DGC","VRAID","100","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e590490048bc2067223db71c","DGC","VRAID","400","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016074f04500cf39836a95fe6f09","DGC","VRAID","60","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e59049003e7f94642fa7f4b4","DGC","VRAID","100","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016090b149008d44ed66a6cf56b0","DGC","VRAID","1024","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600601608eb14900e890cb64706520c4","DGC","VRAID","1024","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e590490041d4495cd17a3481","DGC","VRAID","8192","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e5904900896c6268cfd00c4c","DGC","VRAID","500","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600601608eb14900228dcb6419048b71","DGC","VRAID","1024","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600601608fb14900f0268669f9f2cab8","DGC","VRAID","500","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e59049003c7f9464571347b3","DGC","VRAID","100","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600601608fb1490022370b6aa7bf906b","DGC","VRAID","2048","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016074f04500ff4bd95c20e81c4e","DGC","VRAID","2048","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600508b1001ce459b53903e0b94222f3","HP","LOGICAL VOLUME","558,73","Fixed","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016074f04500ec2a186a69d63324","DGC","VRAID","1536","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.6006016074f045009d2a186a45bd9e30","DGC","VRAID","500","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.600601608fb14900e8d5515c473aeaaa","DGC","VRAID","2048","RoundRobin","False","False"
"10.82.11.25","Cluster_DMZ","naa.60060160e59049007cde6268c63727fa","DGC","VRAID","5120","RoundRobin","False","False"
